csvNORAD_ID,TLE_LINE1,TLE_LINE2
90550U,1 90550U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90550  97.1903 198.5144 0005426 174.1769 145.9078 15.366554670
90551U,1 90551U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90551  95.5691 123.2922 0001423 296.0558 246.3643 15.324807661
90552U,1 90552U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90552  96.9772   2.2889 0008518 285.5349  34.2162 15.362523312
90553U,1 90553U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90553  96.3094 150.6609 0007640 267.8075 195.3685 15.287833563
90554U,1 90554U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90554  98.7788  49.5562 0001360  54.8615  79.5467 15.335580124
90555U,1 90555U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90555  96.4100  53.5983 0003684  69.3011 252.2676 15.351563175
90556U,1 90556U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90556  98.8359 141.9628 0008724 271.1898 288.9055 15.293687416
90557U,1 90557U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90557  97.9783 202.1310 0009469  82.7630 142.4120 15.346391327
90558U,1 90558U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90558  96.4115 242.1226 0008364   9.2868  57.1334 15.249490738
90559U,1 90559U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90559  98.6817 124.5074 0001961 260.0595 231.4027 15.315208329
90560U,1 90560U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90560  95.0689  75.8989 0003155 345.1524 124.4972 15.310160200
90561U,1 90561U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90561  95.7505 284.8883 0009238 181.2558  67.9632 15.316557451
90562U,1 90562U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90562  95.1903 277.7090 0002191 304.0483 215.9207 15.293106662
90563U,1 90563U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90563  95.1132 263.7117 0007696 269.0048  10.3680 15.247458063
90564U,1 90564U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90564  96.8779  96.3424 0002547  44.0205 178.2531 15.258959194
90565U,1 90565U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90565  98.1930 115.0059 0004421  20.7136  49.5437 15.310709185
90566U,1 90566U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90566  98.1394 246.5384 0007332  26.8865 236.7224 15.336428936
90567U,1 90567U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90567  96.4394  99.3668 0008768 238.4677  72.4222 15.330766967
90568U,1 90568U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90568  96.8542 264.0785 0004776  16.8675  45.8179 15.313154558
90569U,1 90569U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90569  96.1639  78.3141 0008540  84.5229 204.3231 15.256514909
90570U,1 90570U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90570  96.5888 167.1282 0001669 175.3507 314.9787 15.336882220
90571U,1 90571U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90571  96.6692  42.5061 0003930 152.1175 203.0561 15.234368241
90572U,1 90572U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90572  98.3389  87.3196 0002528  12.8302 292.1543 15.264243222
90573U,1 90573U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90573  97.8745  25.5858 0008374 291.0609 232.7975 15.343259673
90574U,1 90574U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90574  96.3553 244.5199 0008740 332.4324   6.1950 15.236453534
90575U,1 90575U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90575  96.4367 272.6819 0007647 191.4486 359.1978 15.272673605
90576U,1 90576U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90576  96.5789 115.9196 0003980 273.6975  15.7283 15.293821906
90577U,1 90577U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90577  95.0165  32.1796 0004308 351.6164 200.3817 15.305582957
90578U,1 90578U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90578  96.0525 321.4130 0007848  48.2968 141.2170 15.367708018
90579U,1 90579U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90579  96.2156 206.2832 0009279  51.6874 314.9499 15.307011459
90580U,1 90580U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90580  96.8939 244.1943 0004920  75.0479 346.6781 15.219720030
90581U,1 90581U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90581  97.5536 155.6501 0006263  88.2674  46.0692 15.233611031
90582U,1 90582U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90582  98.5405  53.5252 0005679  47.0676   6.6120 15.300008352
90583U,1 90583U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90583  98.7557 299.5690 0005625 224.0956 243.5066 15.298851463
90584U,1 90584U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90584  97.8750 146.7295 0006685 114.4952 274.9729 15.313438874
90585U,1 90585U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90585  97.6170  19.5835 0001729 324.1988  48.8251 15.295560745
90586U,1 90586U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90586  98.5478 153.4417 0007348  45.4387  53.5631 15.324137816
90587U,1 90587U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90587  95.7636 213.1174 0003062 163.3955 347.4864 15.363508177
90588U,1 90588U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90588  97.4600 355.2062 0006354 308.8835 202.4316 15.312424168
90589U,1 90589U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90589  95.5780 305.2832 0005435  82.1745 150.6037 15.331611629
90590U,1 90590U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90590  96.2953  20.9490 0001221 334.8984 110.1908 15.277757940
90591U,1 90591U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90591  97.9862 229.0784 0006724 305.5230 143.8624 15.282719741
90592U,1 90592U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90592  97.0750 116.5810 0007192 120.3894  35.8331 15.236618452
90593U,1 90593U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90593  97.7714 207.2289 0002377 313.2280 192.7405 15.278222243
90594U,1 90594U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90594  96.5333 128.4010 0006675 346.4602 264.0359 15.354062974
90595U,1 90595U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90595  95.3065 190.6413 0007276  87.9252  75.5380 15.240693515
90596U,1 90596U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90596  98.2157  17.1177 0009845 195.1052 314.7133 15.281072026
90597U,1 90597U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90597  95.7928 341.4368 0008127  54.4372  42.9180 15.314693267
90598U,1 90598U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90598  98.0974 156.7946 0004836 256.8624 111.6703 15.323818218
90599U,1 90599U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90599  98.6997 194.4798 0003459 335.8308  45.8154 15.273539609
90600U,1 90600U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90600  98.1563  36.4317 0007996 174.9601 339.8953 15.381417950
90601U,1 90601U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90601  97.6546 208.7403 0009039  80.2213 335.6367 15.272365271
90602U,1 90602U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90602  95.4430 358.0666 0003019 320.0539 224.4970 15.347534092
90603U,1 90603U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90603  95.2055 163.2175 0003911  81.6214 326.5191 15.247977213
90604U,1 90604U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90604  96.9610 353.0342 0009443 145.8038 263.8034 15.248404314
90605U,1 90605U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90605  97.3491  53.5204 0002196 155.8824  63.9375 15.275023035
90606U,1 90606U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90606  98.1485  65.3403 0001434  11.2650 315.8602 15.331897396
90607U,1 90607U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90607  95.9005 184.8167 0009354 109.9799 162.6325 15.325573967
90608U,1 90608U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90608  96.8088 319.0089 0003819  91.4193 110.8807 15.237360518
90609U,1 90609U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90609  96.5947 241.1074 0008971  53.0360 325.4024 15.306126939
90610U,1 90610U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90610  95.1462 266.1216 0006607 298.3586  36.5022 15.266515460
90611U,1 90611U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90611  97.0353 123.5297 0009254  22.5160  96.7130 15.289797151
90612U,1 90612U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90612  96.5573 196.9740 0003747 107.3874 157.5378 15.336507222
90613U,1 90613U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90613  96.4623 288.2261 0001323  94.4470 355.7836 15.381025913
90614U,1 90614U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90614  98.9817  78.2222 0008826 266.9324 244.2649 15.238253664
90615U,1 90615U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90615  95.9272 101.9641 0004042 318.1965  39.4272 15.342584165
90616U,1 90616U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90616  97.1792 105.1891 0002653  20.0942 149.5407 15.256798076
90617U,1 90617U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90617  95.3413  43.7875 0006459 338.3071  23.2401 15.223244137
90618U,1 90618U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90618  97.4657 213.7495 0007953 344.2060 290.7437 15.233420368
90619U,1 90619U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90619  96.0184 112.8312 0002751  67.4382 119.1888 15.313412899
90620U,1 90620U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90620  96.5602 247.3188 0008281 303.9843 324.4707 15.373483190
90621U,1 90621U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90621  97.1446 181.8751 0009193 280.5801 349.9493 15.383865591
90622U,1 90622U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90622  97.4010 172.4666 0007726 344.2379 165.5795 15.242077202
90623U,1 90623U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90623  98.2359 245.9147 0007070 350.5622 100.4669 15.364991103
90624U,1 90624U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90624  95.9011  26.1860 0002235 140.8998 223.3107 15.310564374
90625U,1 90625U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90625  97.9828   9.0333 0005204 302.3578 202.7583 15.352168675
90626U,1 90626U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90626  96.6045  30.0787 0004587 296.7341 327.8029 15.335236056
90627U,1 90627U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90627  95.8939  64.9113 0008550  26.6072 131.6258 15.262848907
90628U,1 90628U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90628  96.9789 129.3703 0008402 245.0411 335.0369 15.333499928
90629U,1 90629U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90629  97.5581 208.5069 0003656 120.6261 199.7083 15.328058309
90630U,1 90630U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90630  98.5598  32.0656 0001376 352.7801 244.1423 15.321809590
90631U,1 90631U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90631  96.4805 357.6909 0009732  28.7621 331.6885 15.297999091
90632U,1 90632U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90632  97.7144 284.5073 0008235 117.6136 280.3200 15.291371992
90633U,1 90633U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90633  95.9943 100.3757 0005940  98.8047  34.1133 15.334993383
90634U,1 90634U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90634  96.8980 184.8435 0002877 106.4787 258.7374 15.243826024
90635U,1 90635U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90635  95.2942 335.4126 0005543 311.8591  50.7075 15.280090135
90636U,1 90636U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90636  96.5820 205.9280 0004385 348.3632 291.7384 15.238916146
90637U,1 90637U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90637  95.1539 243.3557 0009903 212.5225  21.4485 15.347223407
90638U,1 90638U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90638  96.1831  88.0713 0005884 209.2146 327.9089 15.384918418
90639U,1 90639U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90639  97.0732  84.7821 0001680 340.5357  27.9207 15.346790239
90640U,1 90640U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90640  96.6943  59.0565 0009405 225.0381 133.2573 15.381833410
90641U,1 90641U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90641  97.7465  38.9444 0005282 220.7148 162.6933 15.241681071
90642U,1 90642U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90642  97.8917 177.0717 0008662  17.2885 258.6763 15.356120132
90643U,1 90643U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90643  97.0781 174.0294 0003213  24.4616 168.2886 15.237691663
90644U,1 90644U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90644  98.7817 117.4875 0001406 210.1534 175.9897 15.279069294
90645U,1 90645U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90645  97.7260  75.4058 0007362 121.0513 340.1304 15.297458105
90646U,1 90646U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90646  98.6576   8.1927 0009880 130.0292  99.5573 15.338033046
90647U,1 90647U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90647  98.8014 128.9674 0002935 328.3953 174.5429 15.374858617
90648U,1 90648U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90648  96.3500 246.7143 0008047 226.0612  89.1854 15.292385238
90649U,1 90649U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90649  96.2417  28.6663 0006394 181.4708  24.8863 15.343372609
90650U,1 90650U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90650  96.7932 292.3312 0008846  76.2845 149.2746 15.363966530
90651U,1 90651U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90651  97.2395 347.8261 0009277 290.1269  38.9108 15.242381141
90652U,1 90652U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90652  96.3751 185.0545 0008459 133.8985 197.6319 15.326656052
90653U,1 90653U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90653  95.2985 325.5881 0001905 248.7142 144.0805 15.363068813
90654U,1 90654U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90654  95.4638 102.4635 0006615 171.4002  45.8421 15.354046504
90655U,1 90655U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90655  95.7753  64.1948 0008470 217.4897  97.6580 15.331435095
90656U,1 90656U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90656  95.3494 132.6621 0001010 277.5196 351.9449 15.257010686
90657U,1 90657U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90657  97.4218  25.5207 0003207 155.2126 101.8045 15.345945137
90658U,1 90658U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90658  96.1707  42.5333 0003998 162.6649 282.5362 15.238229098
90659U,1 90659U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90659  95.9805 118.9744 0009111 284.4153 308.3826 15.262486859
90660U,1 90660U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90660  98.5763  78.1306 0002519  85.0803 203.6460 15.255017680
90661U,1 90661U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90661  95.7682 210.8144 0008613  66.0442  30.0714 15.287229651
90662U,1 90662U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90662  96.2763 169.5993 0002116 136.2918  81.8570 15.368266632
90663U,1 90663U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90663  97.1156 266.6714 0007252  52.1921  95.3506 15.266804723
90664U,1 90664U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90664  96.6742 313.9736 0008244 112.9001 305.5306 15.347621414
90665U,1 90665U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90665  97.1487 139.6818 0002891 146.2744 228.0596 15.235603205
90666U,1 90666U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90666  96.5495 123.5038 0002464  67.4972 324.7402 15.312060516
90667U,1 90667U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90667  98.0870  75.6615 0004102  30.3742 354.0510 15.347863707
90668U,1 90668U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90668  95.6947 258.1925 0001629 290.0952 344.9574 15.300998058
90669U,1 90669U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90669  97.4526  42.6633 0002644 259.5360 308.7157 15.272490529
90670U,1 90670U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90670  95.8374 216.5528 0008981 239.7410 177.0228 15.229084980
90671U,1 90671U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90671  95.0692 292.1924 0003974 287.3284  77.8664 15.244270681
90672U,1 90672U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90672  98.8229 208.8028 0001642   9.3710 268.8954 15.326954192
90673U,1 90673U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90673  97.9628 182.4375 0002767  32.5825 188.5929 15.351621283
90674U,1 90674U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90674  98.8364  86.0638 0007027 308.1295 121.5234 15.329637004
90675U,1 90675U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90675  96.0816 242.0581 0002812 112.1573 117.9062 15.375066445
90676U,1 90676U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90676  96.8678 254.1181 0009601   5.8928   6.9485 15.224602666
90677U,1 90677U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90677  97.4307  96.1227 0004176 315.3936  25.3415 15.320422717
90678U,1 90678U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90678  97.2517 218.1119 0009294 262.8346 110.2222 15.340206238
90679U,1 90679U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90679  97.6638   8.9386 0005889  42.2920  98.6579 15.286510399
90680U,1 90680U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90680  96.5720 352.2655 0002583 324.6173 160.6197 15.305417310
90681U,1 90681U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90681  95.5889 347.3676 0006820 192.0705  70.9351 15.241266491
90682U,1 90682U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90682  96.4964 123.9810 0003776 200.3409  51.5831 15.333158012
90683U,1 90683U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90683  95.5850  73.1503 0004932 225.3281 194.4744 15.330525203
90684U,1 90684U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90684  95.1792   1.6817 0003685  78.3792 182.0565 15.367432154
90685U,1 90685U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90685  97.1067 193.8099 0003139 217.1314 279.4162 15.354971865
90686U,1 90686U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90686  97.9555 133.7227 0009594  84.5954 282.5598 15.357998186
90687U,1 90687U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90687  95.6403 330.1859 0006204 154.8572  42.8211 15.286781627
90688U,1 90688U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90688  96.0100  72.7277 0004497   5.4356 336.6326 15.294352808
90689U,1 90689U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90689  98.9028 283.8702 0004964 153.6030 240.0310 15.257648009
90690U,1 90690U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90690  98.1403 224.2032 0007796  28.1364 200.9653 15.272045510
90691U,1 90691U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90691  98.2600 201.8276 0005358 106.3297 205.5830 15.248001931
90692U,1 90692U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90692  96.8893  60.0903 0004546 155.4633 169.1938 15.232957762
90693U,1 90693U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90693  96.5954 208.4961 0008711 105.2169  78.5358 15.349457873
90694U,1 90694U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90694  96.2362 296.2336 0002790 232.6657  84.3704 15.276753404
90695U,1 90695U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90695  96.1185 323.8348 0007582  65.8599 228.9765 15.261016795
90696U,1 90696U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90696  95.2278 350.9044 0006666  29.1597 217.9421 15.301109956
90697U,1 90697U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90697  98.5346  65.6790 0004319 307.8535 344.3251 15.283681847
90698U,1 90698U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90698  96.3153 222.7533 0002124 348.2695  93.3233 15.274755998
90699U,1 90699U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90699  97.3031  84.2784 0004619 182.2410  41.7967 15.286733829
90700U,1 90700U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90700  96.6302  61.3035 0007755 201.9004 119.4919 15.313607590
90701U,1 90701U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90701  97.0255  10.6781 0006552 200.9047 221.8559 15.259594631
90702U,1 90702U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90702  98.5966  60.6088 0006455  36.6020  16.3048 15.377989452
90703U,1 90703U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90703  96.4266  78.4805 0006575 237.5046 126.2851 15.299411703
90704U,1 90704U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90704  97.6351 268.9711 0009719  20.0905 182.8289 15.329572494
90705U,1 90705U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90705  97.6056 268.3904 0005925 294.8164 325.6633 15.348466515
90706U,1 90706U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90706  97.1041 302.1586 0004150 173.9452 193.2114 15.263754166
90707U,1 90707U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90707  96.6350 243.8629 0007476 185.5323  44.4562 15.261947497
90708U,1 90708U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90708  97.9631 132.2411 0005268 247.8768 312.3508 15.324353518
90709U,1 90709U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90709  95.1098 267.8433 0005767 313.9193 348.9470 15.282546209
90710U,1 90710U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90710  95.4745 284.0092 0007895 127.8641 239.5927 15.253554010
90711U,1 90711U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90711  98.8159 314.8506 0009667  50.8309 142.6609 15.220563331
90712U,1 90712U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90712  98.5541 217.3623 0007267 265.7502 337.2608 15.220875552
90713U,1 90713U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90713  98.8164  59.8916 0001947 173.7658  84.6176 15.327802213
90714U,1 90714U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90714  97.8965 112.7495 0003872  67.2127 309.9891 15.299110414
90715U,1 90715U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90715  95.5834 166.3814 0009185 172.0226 158.3494 15.359033025
90716U,1 90716U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90716  95.1633 140.4197 0003310  19.7970 210.5637 15.287920096
90717U,1 90717U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90717  98.1389  62.9103 0006009 258.7364 277.9580 15.373552317
90718U,1 90718U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90718  97.8455 327.8572 0001341 323.2784 343.9894 15.274569998
90719U,1 90719U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90719  95.6265 146.4987 0009059 241.3478 292.2535 15.275056489
90720U,1 90720U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90720  97.1981 209.6219 0005266 341.1850 159.8743 15.283032920
90721U,1 90721U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90721  96.7896 227.1376 0007917 285.5242  14.2000 15.317249011
90722U,1 90722U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90722  95.0559 186.7816 0009414 302.4402 348.4393 15.384005032
90723U,1 90723U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90723  95.8399 300.0128 0001176 255.7289 312.8008 15.220463273
90724U,1 90724U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90724  96.2711 213.7942 0005874 147.0520 272.4082 15.247437284
90725U,1 90725U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90725  96.4127 155.0944 0003582 245.2389 217.4992 15.243399735
90726U,1 90726U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90726  96.0673 263.0751 0004037 146.4058 201.2212 15.349381426
90727U,1 90727U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90727  96.2449  84.5904 0005208 359.6008  99.4111 15.230930387
90728U,1 90728U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90728  96.9590  29.4023 0008855 183.9722 185.7318 15.221189708
90729U,1 90729U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90729  95.3645 167.3390 0008807  62.3038   1.7366 15.246014469
90730U,1 90730U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90730  96.5985  37.3560 0007666 188.0562  20.2554 15.333564420
90731U,1 90731U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90731  96.5759   4.4560 0002466  92.2562  64.7266 15.354759951
90732U,1 90732U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90732  96.4412 276.5255 0002785  92.5586  76.7393 15.303455092
